stock_code,fiscal_year,TFPC1,TFPC2,TFPC3,TFPC4,TFPC7,TFPC12,TFPC15,TFPC17,TFPC20,TFPC26,neg_TFPC2
760,2023,0.5194904875785599,0.4373656517287077,0.32708376173503023,-0.13114188977875485,-0.06248193377949312,-0.08597236143437227,-0.0948640291072835,-0.002686000259316834,0.05989308078679349,0.06039977784704445,-0.4373656517287077
760,2024,0.5194904875785599,0.4373656517287077,0.32708376173503023,-0.13114188977875485,-0.06248193377949312,-0.08597236143437227,-0.0948640291072835,-0.002686000259316834,0.05989308078679349,0.06039977784704445,-0.4373656517287077
810,2022,0.3915453505677651,0.163241401039196,-0.1309514877908147,-0.3117407904572272,0.21038712180319113,0.09011921146767471,0.1869088885800364,0.08520515153481698,-0.11415466551386208,0.019686047379710945,-0.163241401039196
810,2023,0.4409255825683614,0.17622503948379473,-0.4741004612309641,-0.13260280584555392,0.023802189064772297,0.03202251788267679,0.08582311909656687,0.031125047879140263,-0.12717444060944635,-0.03936577404964626,-0.17622503948379473
810,2024,0.4399746138762583,0.2124989818235388,-0.4261085091600185,-0.1991076179863821,0.08601990078345809,0.04805016555014427,0.17157816090514538,0.06178273259803931,-0.182733446131186,-0.03561365872382997,-0.2124989818235388
850,2022,0.5318907338893449,0.38199472936055284,0.13829047910809894,0.14042847454452217,-0.00792617578756003,0.1361182554051278,0.021266743791780243,-0.14517784575469192,-0.08023322154717674,0.017864914270676397,-0.38199472936055284
850,2023,0.5915385529809843,0.26671683320149137,0.12121383498854166,0.1181418109618724,0.016659140993169324,0.1573729493316185,0.029794775798366892,-0.13035668813863024,-0.07827973409072563,0.034352814727788145,-0.26671683320149137
850,2024,0.580697793911218,0.2610224030316578,0.16781666547823554,0.09667582355796904,-0.04533408283093711,0.15538550247749,0.0015496832364025473,-0.13767863227528945,-0.08494479380118573,0.019939214204426348,-0.2610224030316578
860,2022,0.6215410705749002,0.11927753741365037,-0.27282209164397514,0.03638596274041311,0.08256339910744552,-0.01465179175376097,-0.07738612747568313,-0.02195292951833653,-0.07010450279400125,-0.04795260964102863,-0.11927753741365037
860,2023,0.6391434918765537,0.17898772665988727,-0.2511179892521504,0.06618457518273684,0.09476185360761394,0.09114104855941582,-0.14521530448737935,0.028281509301375827,-0.07501449928092026,-0.02664712164293755,-0.17898772665988727
860,2024,0.634977928261667,0.1864988265497518,-0.27700955941059596,0.07753169458056076,0.08041464434248534,0.034997501526901405,-0.07588714852498668,-0.01085580149166777,-0.04765393290527201,-0.012687603475174905,-0.1864988265497518
880,2022,0.6498427749491261,-0.5442106977716461,0.04189925647300189,-0.09746464787511781,0.027496589585507814,0.05583660536670489,0.03771418348331651,-0.003842313406803506,-0.07156101435238053,-0.00219779194472455,0.5442106977716461
880,2023,0.5886588224361782,-0.3876410251091537,0.14996604253680734,-0.1264371583084582,-0.003964448492145445,-0.06766411482703745,0.05701975275334498,-0.046119227813495235,-0.045245885343904495,-0.004606747512170044,0.3876410251091537
880,2024,0.6750917734819084,-0.5284769558651511,0.04217756937754729,-0.10511739500500739,0.07297963752052086,0.032296403828194285,0.03107233309141245,0.026052422218239796,-0.02479207141743981,-0.011628769387381723,0.5284769558651511
890,2022,0.53453180101984,0.25798040848989945,-0.08676835825580237,0.2582478586972762,-0.0653509777824842,-0.008255005141731813,-0.12797670811474024,0.021657203203647127,-0.08107337435963453,0.04279341717307796,-0.25798040848989945
890,2023,0.5298014494962519,0.2806117776493845,-0.09030390735361499,0.2400730656053297,-0.05387519762249934,-0.023325204611124764,-0.14101689998655068,0.004045006738015849,-0.06200494886135353,0.032716844235400944,-0.2806117776493845
