stock_code,fiscal_year,E_seed,S_seed,G_seed,ESG_seed_index,E_seed_norm,S_seed_norm,G_seed_norm,ESG_seed_norm,E_seed_log,S_seed_log,G_seed_log,ESG_seed_log,text_length,induty_code,induty_name,E_intensive,E_ratio,S_ratio,G_ratio,E_seed_win,S_seed_win,G_seed_win,E_seed_norm_log,S_seed_norm_log,G_seed_norm_log,ESG_seed_norm_log,E_industry_z,S_industry_z,G_industry_z,TFPC1,TFPC2,TFPC3,TFPC4,TFPC7,TFPC12,TFPC15,TFPC17,TFPC20,TFPC26,neg_TFPC2,low_token_flag,esg_grade,e_grade,s_grade,g_grade,esg_year,company_name,esg_numeric,e_numeric,s_numeric,g_numeric,neg_KRFPC1,KRFPC2,E_finbert,S_finbert,G_finbert,X_finbert
000520,2023,0,0,24,24,0.0,0.0,29.484029484029485,29.484029484029485,0.0,0.0,3.218875824868201,3.218875824868201,814,212,의약품,0,0.0,0.0,1.0,0,0.0,24,0.0,0.0,3.4172029230002767,3.4172029230002767,-0.651264084142891,-1.917749924865708,2.9644609130311976,0.5567129772105643,0.4732605970754436,0.1662650238957609,0.0498267206112488,0.0552576025137442,0.0177302613920113,0.0352931774880146,-0.1117044873135838,0.0066171414285119,0.0785606678932649,-0.4732605970754436,0,C,D,C,C,2023,삼일제약,1,0,1,1,-2.818212580018247,-0.101746215752637,0.0026601869700243,0.0433480553455107,0.4034540390013717,0.0550671925011556
000520,2024,0,0,35,35,0.0,0.0,21.328458257160268,21.328458257160268,0.0,0.0,3.58351893845611,3.58351893845611,1641,212,의약품,0,0.0,0.0,1.0,0,0.0,35,0.0,0.0,3.1058620199019593,3.1058620199019593,-0.651264084142891,-1.917749924865708,1.5608945133939591,0.4788017961285087,0.3118405392805961,-0.2239449956980923,0.0208158883372967,-0.1701969078575359,-0.0308812623315889,-0.0243498447432862,-0.0582831216291771,0.0538177448918387,0.0107956480782728,-0.3118405392805961,0,C,D,C,B,2024,삼일제약,1,0,1,2,-1.9032764947761012,1.1862769726107498,0.0050055895117111,0.0339074626654716,0.33853011134197,0.2062006150386878
000540,2022,0,12,51,63,0.0,4.18848167539267,17.801047120418847,21.989528795811516,0.0,2.5649493574615367,3.951243718581427,4.1588830833596715,2865,65121,보험,0,0.0,0.1904761904761904,0.8095238095238095,0,12.0,51,0.0,1.6464411062833582,2.933912566179453,3.1350388425150877,-0.4765764136182082,-0.2561208205765193,0.3345087818558255,0.5120511429991436,0.3417082400393118,-0.152523282822481,-0.0842071449764607,-0.0547772127559688,0.0380386938898442,-0.1377373277089112,0.0745535852735613,0.0073706713308741,0.0262280858787943,-0.3417082400393118,0,B+,C,B+,B+,2022,흥국화재,3,1,3,3,-1.20941950024334,0.3445605107920498,0.0100846344428599,0.064128698706694,0.3462177935087731,0.0849243896619345
000540,2023,0,2,26,28,0.0,2.472187886279357,32.13844252163164,34.610630407910996,0.0,1.0986122886681098,3.295836866004329,3.367295829986474,809,65121,보험,0,0.0,0.0714285714285714,0.9285714285714286,0,2.0,26,0.0,1.244784910045752,3.5006940139607625,3.5726442002475904,-0.4765764136182082,-0.4722261540623059,1.7173519395286243,0.5017944780932101,0.4652298358037211,0.2099776216573382,-0.140216489198713,0.0306800273039749,0.0092176064052898,-0.0012568974542588,0.1135078664717742,0.0086699178986266,-0.0137707274517099,-0.4652298358037211,0,B+,B,B+,B+,2023,흥국화재,3,2,3,3,-2.3452090316371157,-0.375554416831809,0.0024230376266959,0.0657791791873574,0.3168674214314457,0.1616585000698581
000540,2024,0,2,24,26,0.0,2.2075055187637966,26.490066225165563,28.69757174392936,0.0,1.0986122886681098,3.218875824868201,3.295836866004329,906,65121,보험,0,0.0,0.0769230769230769,0.9230769230769232,0,2.0,24,0.0,1.1654935380872489,3.3138247112381145,3.3910652830025088,-0.4765764136182082,-0.5055533569354855,1.1725655055248148,0.5044251018098219,0.4631510036505589,0.1551692608564079,-0.1323447359968287,0.0035932737397594,0.0150220190837743,-0.0529805027629521,0.0283601768336788,-0.0598260147197646,-0.008383474092202,-0.4631510036505589,0,B+,C,B+,B+,2024,흥국화재,3,1,3,3,-2.0570639041161884,-0.6834233562826131,0.0048566104400109,0.0697144551894679,0.3865032908894742,0.0032802184384005
000590,2022,0,0,32,32,0.0,0.0,18.89020070838253,18.89020070838253,0.0,0.0,3.49650756146648,3.49650756146648,1694,64992,금융,0,0.0,0.0,1.0,0,0.0,32,0.0,0.0,2.9902271837341496,2.9902271837341496,-1.0015364263156177,-1.1317476796964832,2.0636142948435547,0.5495322095042223,0.2781424718845277,-0.0177191623946617,-0.0160899080016897,-0.0274786247093556,-0.2009194100159994,0.1108868168246712,-0.0873443172833488,-0.0239469494979651,-0.077520799204752,-0.2781424718845277,0,C,D,D,B,2022,CS홀딩스,1,0,0,2,-1.6110579011138564,0.0940458326613914,0.0166370099212861,0.003189576691842,0.4509105708513578,0.0386990596201609
000590,2024,0,0,25,25,0.0,0.0,16.307893020221787,16.307893020221787,0.0,0.0,3.258096538021482,3.258096538021482,1533,64992,금융,0,0.0,0.0,1.0,0,0.0,25,0.0,0.0,2.851162641399567,2.851162641399567,-1.0015364263156177,-1.1317476796964832,1.4779202126468236,0.5491027247397543,0.2558701485346176,-0.0282574030118615,0.0266162038173455,0.0171624834591516,-0.1749141721076034,0.0473366795017488,-0.0705664363001511,-0.0125588919004998,-0.0630474404986395,-0.2558701485346176,0,C,D,D,B,2024,CS홀딩스,1,0,0,2,-1.7912247605789142,0.1554573104646876,0.0175185580790804,0.0059147185926452,0.4095085259971463,0.1106830688394521
000640,2022,1,6,18,25,0.5330490405117271,3.1982942430703627,9.594882729211088,13.326226012793178,0.6931471805599453,1.9459101490553132,2.9444389791664403,3.258096538021482,1876,64992,금융,0,0.04,0.24,0.72,1,6.0,18,0.4272585892747673,1.4346783101928462,2.360371123156041,2.6620918444738706,-0.7948960049886047,-0.0613505077684923,-0.0446599272787706,0.4873997122236141,0.1466790026372005,-0.0908788049024828,0.0264559270421088,0.1429255815939088,-0.1739812988914512,-0.0779241238195108,0.0327811914635714,-0.0999398814655477,0.0129286701367238,-0.1466790026372005,0,A,B,A,A,2022,동아쏘시오홀딩스,4,2,4,4,-0.2388780833927678,0.5114252244923679,0.0391980651552633,0.1084663502212303,0.271777244808618,0.0134522959512347
000640,2023,1,6,21,28,0.4854368932038835,2.912621359223301,10.194174757281552,13.592233009708735,0.6931471805599453,1.9459101490553132,3.091042453358316,3.367295829986474,2060,64992,금융,0,0.0357142857142857,0.2142857142857142,0.75,1,6.0,21,0.3957089331627997,1.3642075737170472,2.415393532039423,2.6804894015233387,-0.8133532076702409,-0.1569587988533226,0.0912657007777952,0.4980233839273729,0.1153484269185499,-0.1329010059787522,0.013473068283639,0.1634906200506339,-0.1861518444235943,-0.0866241416874082,0.035945745851364,-0.0619784109776457,0.0342755992805623,-0.1153484269185499,0,A,B+,A+,A,2023,동아쏘시오홀딩스,4,3,5,4,-0.2377539934124132,0.6325068751394552,0.0408089541651861,0.0778912333601814,0.2750673657064908,0.0937647334976645
000640,2024,0,4,21,25,0.0,2.134471718249733,11.2059765208111,13.340448239060832,0.0,1.6094379124341005,3.091042453358316,3.258096538021482,1874,64992,금융,0,0.0,0.16,0.84,0,4.0,21,0.0,1.1424606489601978,2.501925710542795,2.6630840926369874,-1.0015364263156177,-0.4173879875808978,0.3207528017814556,0.4628829171485581,0.1611777997405565,-0.1374345655707754,0.0086086195958379,0.1537643612965948,-0.1960157245834073,-0.0687224875277292,0.0223748991796397,-0.0380858316984119,0.038474052618802,-0.1611777997405565,0,A+,A,A+,A+,2024,동아쏘시오홀딩스,5,4,5,5,-0.6685822680138611,0.5950016634392381,0.0041392056633152,0.0620437259439356,0.3329926752027989,0.1354658726777415
000650,2022,1,2,19,22,1.2453300124533,2.4906600249066,23.6612702366127,27.3972602739726,0.6931471805599453,1.0986122886681098,2.995732273553991,3.1354942159291497,803,49220,육상운송,0,0.0454545454545454,0.0909090909090909,0.8636363636363636,1,2.0,19,0.8088525092565555,1.2500908372180266,3.2052340064101186,3.3462926712873884,-0.2933243745568436,-0.7254051970629515,1.022658143549282,0.5375551699496609,0.3694732989454455,0.3091587374728377,-0.0427940556937862,-0.1386245182826331,-0.0140385943379283,-0.0190706036086069,0.0045408005044673,-0.0180178910078488,-0.1035430614898622,-0.3694732989454455,0,D,D,D,D,2022,천일고속,0,0,0,0,-1.631984247927695,0.0036595008925447,0.0425442319162054,0.0817030629496002,0.3126169766983366,0.0020241685633664
000650,2023,1,2,20,23,1.152073732718894,2.3041474654377883,23.04147465437788,26.49769585253456,0.6931471805599453,1.0986122886681098,3.044522437723423,3.1780538303479458,868,49220,육상운송,0,0.0434782608695652,0.0869565217391304,0.8695652173913043,1,2.0,20,0.7664319041284378,1.1951784870591609,3.179780449481933,3.3141022139816223,-0.3482015525091142,-0.9381190999480796,0.9271831043444808,0.5507960826369084,0.3768541474313684,0.2940543127964788,-0.0592503015237498,-0.155751130395075,-0.0305271748790828,0.0148709224951989,0.0094637999290364,-0.0169878464497026,-0.1204945719795459,-0.3768541474313684,0,D,C,D,D,2023,천일고속,0,1,0,0,-1.72656367937499,0.0982644261036813,0.038065343424764,0.0761456057834611,0.327688754717302,0.0019896559921714
000650,2024,1,2,20,23,1.1695906432748535,2.3391812865497075,23.391812865497077,26.90058479532164,0.6931471805599453,1.0986122886681098,3.044522437723423,3.1780538303479458,855,49220,육상운송,0,0.0434782608695652,0.0869565217391304,0.8695652173913043,1,2.0,20,0.7745385061047751,1.2057256531533502,3.194247537694286,3.328647649013447,-0.3378936287908282,-0.8981637165523472,0.981150178974052,0.5446798106240036,0.3706221994234736,0.3009677979242494,-0.0387554801214121,-0.1290389457967567,-0.010800698580696,-0.0091904713603685,0.0297470311136679,-0.0166714751603463,-0.1199548445543424,-0.3706221994234736,0,D,C,D,D,2024,천일고속,0,1,0,0,-1.7015293038482266,-0.059088348389043,0.0393963796754919,0.0999152513223062,0.2826380373638433,0.0167890108293957
000660,2022,46,7,31,84,9.814380200554725,1.4934926392148495,6.614038830808619,17.921911670578194,3.8501476017100584,2.0794415416798357,3.4657359027997265,4.442651256490317,4687,2612,전자/반도체,0,0.5476190476190477,0.0833333333333333,0.369047619047619,46,7.0,31,2.3808767485214277,0.9136843940104508,2.0299937578696308,2.9403205981907203,0.9006431486667591,-0.876877457018656,-0.4013588001197269,0.6037941331121619,-0.2077725708394698,0.0807457510440155,-0.232511996120673,-0.0734061854945138,0.0236065527722165,-0.0598344429284799,-0.0870769992731197,0.0776768142700491,0.0632234330667798,0.2077725708394698,0,B+,B+,A,B+,2022,SK하이닉스,3,3,4,3,0.9165508040751594,-0.090954799633443,0.1780363509643417,0.0648023347095705,0.1306916320877812,0.0101006895136565
000660,2023,41,10,30,81,8.472824963835503,2.0665426741062203,6.19962802231866,16.738995660260382,3.737669618283368,2.3978952727983707,3.4339872044851463,4.406719247264253,4839,2612,전자/반도체,0,0.5061728395061729,0.1234567901234567,0.3703703703703703,41,10.0,30,2.2484271693486257,1.120550762212808,1.9740293611205488,2.8757653608627893,0.4731982989389174,-0.1210937573785776,-0.4751264249440302,0.6089563676801222,-0.1849408545064585,0.1223389692541493,-0.205942477617415,-0.0489088088662953,0.0563531219999315,-0.0998940809350788,-0.1023774953850625,0.1035132727951352,0.0456992304672874,0.1849408545064585,0,A,A,A+,A,2023,SK하이닉스,4,4,5,4,1.0647073371278424,-0.1951322568153054,0.16110364049461,0.082970408676508,0.1130223601212492,0.0417331321358539
000660,2024,52,11,28,91,9.28737274513306,1.9646365422396856,5.000893016610108,16.252902303982854,3.970291913552122,2.4849066497880004,3.367295829986474,4.5217885770490405,5599,2612,전자/반도체,0,0.5714285714285714,0.1208791208791208,0.3076923076923077,52,11.0,28,2.3309171960732726,1.086754442217326,1.791908294254746,2.8479803788312603,0.7327286145331846,-0.2554956222570942,-0.6885084901635239,0.5798286009965835,-0.286834046699045,0.0908704202038632,-0.1785942846071435,-0.0473668065597805,0.0944654358616687,-0.1206256970573067,-0.1347076587410928,0.100396103656619,-0.0031738261661364,0.286834046699045,0,B+,A,A+,B,2024,SK하이닉스,3,4,5,2,1.2860249801349173,-0.119592944802213,0.183251307125829,0.0803386109664643,0.0760658074962824,0.0570986225545008
000670,2022,15,6,11,32,6.410256410256411,2.5641025641025643,4.700854700854701,13.675213675213676,2.772588722239781,1.9459101490553132,2.4849066497880004,3.49650756146648,2340,24213,1차금속(철강),1,0.46875,0.1875,0.34375,15,6.0,11,2.0028650419827856,1.2709122870010454,1.7406161111178675,2.6861599260997195,-0.1477245792900535,0.2295752273861939,-0.196054920356034,0.4421091944892,-0.3909522456233018,-0.0635497257813355,-0.0594643642074382,-0.0787041245509241,-0.058923910155621,0.0871198695019054,0.0988854891270507,-0.104014354324279,-0.0361482374783567,0.3909522456233018,0,B,C,B+,B,2022,영풍,2,1,3,2,1.1059115988695571,0.2180097418279732,0.1840828256518404,0.0805719772004963,0.0944552706555855,0.01712504896965
000670,2023,12,6,7,25,5.54016620498615,2.770083102493075,3.231763619575254,11.54201292705448,2.5649493574615367,1.9459101490553132,2.0794415416798357,3.258096538021482,2166,24213,1차금속(철강),1,0.48,0.24,0.28,12,6.0,7,1.877962578752632,1.3270970443185852,1.4426188375081337,2.5290840428215,-0.352829532845286,0.3645356627900438,-0.5354209672341762,0.4311602801620425,-0.4003177203671552,-0.0403521792352997,-0.0343451193179823,-0.064666584046708,-0.0759098011748514,0.091669095160372,0.0521913751872279,-0.1389394500238268,-0.0255849750109262,0.4003177203671552,0,B+,B+,B+,B,2023,영풍,3,3,3,2,1.079190561649028,0.3333306727701807,0.1855766938097076,0.0809934667397303,0.0990328725076526,0.0022237629261023
000670,2024,10,9,21,40,4.214075010535187,3.7926675094816686,8.849557522123893,16.85630004214075,2.3978952727983707,2.302585092994046,3.091042453358316,3.713572066704308,2373,24213,1차금속(철강),1,0.25,0.225,0.525,10,9.0,21,1.651361701778212,1.567087147748681,2.287426532563204,2.882356389493026,-0.6654268603412147,1.034542828917182,0.7623123953723696,0.4554386665689203,-0.1716750910935982,0.0276604178543451,-0.0267050788036089,-0.0436224920341478,-0.1027230456903722,0.0740726602958543,0.0935414044455495,-0.0172686364328211,-0.0587846297754314,0.1716750910935982,0,B,C,B,B+,2024,영풍,2,1,2,3,-0.0489647749655525,-0.0604361828331493,0.1040987292922531,0.0963005537339948,0.1804575176239058,0.0378871079077585
000680,2022,13,6,39,58,4.406779661016949,2.0338983050847457,13.220338983050846,19.66101694915254,2.6390573296152584,1.9459101490553132,3.688879454113936,4.07753744390572,2950,46800,도매,0,0.2241379310344827,0.1034482758620689,0.6724137931034483,13,6.0,39,1.687653658879125,1.1098483619350354,2.6546732625614866,3.028248685575552,0.6570660823016428,-0.3174877207708349,-0.282915333220426,0.462623470873471,0.0071868908069958,0.0149716697867592,-0.0450103723058911,0.0180828580341194,0.0427919429678429,0.0843699064175142,0.090932819075198,0.0187803021016222,-0.0681421485259459,-0.0071868908069958,0,B,C,B+,B,2022,LS네트웍스,2,1,3,2,0.1516494895495153,0.3644456773660227,0.0502764182319147,0.1282244509573753,0.1657124891177678,0.1330724206626624
000680,2023,12,10,46,68,3.9564787339268057,3.297065611605671,15.166501813386088,22.420046158918563,2.5649493574615367,2.3978952727983707,3.8501476017100584,4.23410650459726,3033,46800,도매,0,0.1764705882352941,0.1470588235294117,0.6764705882352942,12,10.0,46,1.6006955559392533,1.4579323738421386,2.782941312113198,3.1535923290864405,0.4570874544574893,0.5255485439757028,0.0120519614924849,0.5102234017390658,0.0487411154088259,0.0492861523370101,-0.0773778250709406,0.0882974291362826,0.0848613862001578,0.063031276244787,0.1237951376337571,0.0663893667437623,-0.0407480142011954,-0.0487411154088259,0,B+,B,A,B+,2023,LS네트웍스,3,2,4,3,0.4214802491590613,-0.2145333527841774,0.0472155948297031,0.1401579703455181,0.1722086132322147,0.0934620631575983
000680,2024,12,5,41,58,3.692307692307693,1.5384615384615383,12.615384615384617,17.846153846153847,2.5649493574615367,1.791759469228055,3.737669618283368,4.07753744390572,3250,46800,도매,0,0.2068965517241379,0.0862068965517241,0.7068965517241379,12,5.0,41,1.5459245067117746,0.9315582040049436,2.6112003751122925,2.9363088530831902,0.3397691030151983,-0.6481415929823477,-0.3746043483808529,0.5031634608097553,0.0552195155116667,6.341628184751494e-05,-0.0948744282681905,0.1075482243771734,0.0882750727153145,0.1129384591543141,0.1291518378046239,0.0209086997596097,-0.0580064244481167,-0.0552195155116667,0,B+,B,A,B+,2024,LS네트웍스,3,2,4,3,0.458911353052483,-0.0959850564138251,0.0364828326728923,0.1422551120754528,0.1778862037166478,0.1080137381594305
000700,2022,0,8,41,49,0.0,2.8943560057887123,14.83357452966715,17.72793053545586,0.0,2.1972245773362196,3.737669618283368,3.912023005428146,2764,715,전문서비스,0,0.0,0.1632653061224489,0.8367346938775511,0,8.0,41,0.0,1.359528326959236,2.76213265570912,2.930016021054,-1.476200752104587,1.949789236166422,1.0095881279171073,0.5937044047209166,0.2554407628772567,0.0751939970363811,-0.0929664305162021,0.0358531182203322,0.0224072713364107,-0.0094205131228187,0.1583463847250328,-0.127701629621939,-0.0020300597166821,-0.2554407628772567,0,B+,B,B+,B+,2022,유수홀딩스,3,2,3,3,-0.916307607693773,-0.149845505399448,0.0105891337620762,0.0818035121786954,0.3301198258363318,0.0625824155425146
000700,2023,0,4,41,45,0.0,2.039775624681285,20.90770015298317,22.947475777664454,0.0,1.6094379124341005,3.737669618283368,3.828641396489095,1961,715,전문서비스,0,0.0,0.0888888888888888,0.9111111111111112,0,4.0,41,0.0,1.11178370502358,3.0868381801828955,3.175862922797812,-1.476200752104587,0.7640376721159875,2.003879629304866,0.5723446106674622,0.3800673407737117,0.1399147517985734,-0.0638272269465359,-0.0030519575088891,-0.0190007667000345,-0.004582160369013,0.1078141530957572,-0.0758031362346979,-0.0204780389949038,-0.3800673407737117,0,B+,B+,A,B+,2023,유수홀딩스,3,3,4,3,-1.7000337308597742,-0.1864744972297415,0.0153535671884633,0.0546406075564273,0.3920305381470825,0.0059564062895434
000720,2022,61,30,68,159,6.064824020680056,2.9827003380393715,6.760787432889242,15.80831179160867,4.127134385045092,3.4339872044851463,4.23410650459726,5.075173815233827,10058,41221,종합건설,0,0.3836477987421384,0.1886792452830188,0.4276729559748428,61,30.0,68,1.95512810721764,1.3819600661292677,2.049083802357529,2.821873513561548,0.3863272866901216,0.5095254529329608,-0.6407954755967081,0.5768066231888945,-0.1774250497720664,-0.3034419420916437,0.1056714514355223,-0.0990360100919712,0.079812233603568,-0.1380317978414038,0.0046691357993123,0.1116077516938386,0.0192433898655439,0.1774250497720664,0,A,A,A,B+,2022,현대건설,4,4,4,3,0.4770995664340676,0.9225706502459654,0.0864675073623912,0.0809553170509729,0.2138195191376924,0.070092486198452
000720,2023,81,29,76,186,6.126616746085773,2.1934800695862644,5.748430527191589,14.068527342863629,4.406719247264253,3.4011973816621555,4.343805421853684,5.231108616854587,13221,41221,종합건설,0,0.4354838709677419,0.1559139784946236,0.4086021505376344,81,29.0,76,1.9638366121454776,1.1611112530688483,1.9093099633586184,2.71260828675281,0.4027572685957166,-0.505500369310307,-0.9024951342522312,0.5886064417228847,-0.1480014768445081,-0.3489356089246031,0.0510214898026559,-0.0985101373593112,0.0182539146213779,-0.1356688036838828,-0.0067125201213942,0.0768315342336827,0.0404462242448416,0.1480014768445081,0,A,A,A,A,2023,현대건설,4,4,4,4,0.7563829547491789,0.7962484884686848,0.0988813301529157,0.0877432996509311,0.1760945316827,0.0879370457069872
000720,2024,150,58,94,302,7.514277126540427,2.905520488928965,4.708946999298668,15.12874461476806,5.017279836814924,4.07753744390572,4.553876891600541,5.713732805509369,19962,41221,종합건설,0,0.4966887417218543,0.1920529801324503,0.3112582781456953,81,46.249999999999886,77,2.14174441638768,1.362391062227534,1.7420345932288632,2.7806030598936395,0.7717203591907075,0.4102635067624078,-1.1712071694016812,0.5867700629628286,-0.2375044774350398,-0.2456549281392422,0.0075111359415695,-0.0739661630238698,0.1095778589825582,-0.0805284239062272,0.0253772128877367,0.0776617035138874,0.0532251169799017,0.2375044774350398,0,A,A,A,B+,2024,현대건설,4,4,4,3,0.9832451717690688,0.6813833607860793,0.1405468842005579,0.0663443855973316,0.1554473955860936,0.0684313951873251
000760,2022,0,2,10,12,0.0,4.4543429844097995,22.271714922048996,26.726057906458795,0.0,1.0986122886681098,2.3978952727983707,2.5649493574615367,449,467,도매,0,0.0,0.1666666666666666,0.8333333333333334,0,2.0,10,0.0,1.6964121692099134,3.1472386712918565,3.3223726896395314,-1.299984629355626,1.2979140007191934,1.0889430912341789,0.417141164541868,0.2698298844558048,0.2033326003306047,-0.1073251800110036,-0.0637311852065766,-0.0704117323688897,-0.06746669443552,-0.0261322884340101,-0.0229497807371674,0.1335494516929762,-0.2698298844558048,0,D,D,D,D,2022,이화산업,0,0,0,0,-1.4847104792596344,-0.6141805703471693,0.0007205417224516,0.0672122626982551,0.397836206300417,0.0005291028763167
000760,2023,0,1,21,22,0.0,1.364256480218281,28.649386084583902,30.013642564802183,0.0,0.6931471805599453,3.091042453358316,3.1354942159291497,733,467,도매,0,0.0,0.0454545454545454,0.9545454545454546,0,1.0,21,0.0,0.8604635878289546,3.389441419819051,3.434427190412695,-1.299984629355626,-0.7644058287990906,2.0555654005593524,0.5194904875785599,0.4373656517287077,0.3270837617350302,-0.1311418897787548,-0.0624819337794931,-0.0859723614343722,-0.0948640291072835,-0.0026860002593168,0.0598930807867934,0.0603997778470444,-0.4373656517287077,0,C,C,D,C,2023,이화산업,1,1,0,1,-2.230540184623515,-0.5498901960476177,0.000717335108978,0.0011309957699268,0.4969455956306774,0.0005638135141149
000760,2024,0,1,21,22,0.0,1.364256480218281,28.649386084583902,30.013642564802183,0.0,0.6931471805599453,3.091042453358316,3.1354942159291497,733,467,도매,0,0.0,0.0454545454545454,0.9545454545454546,0,1.0,21,0.0,0.8604635878289546,3.389441419819051,3.434427190412695,-1.299984629355626,-0.7644058287990906,2.0555654005593524,0.5194904875785599,0.4373656517287077,0.3270837617350302,-0.1311418897787548,-0.0624819337794931,-0.0859723614343722,-0.0948640291072835,-0.0026860002593168,0.0598930807867934,0.0603997778470444,-0.4373656517287077,0,D,C,D,D,2024,이화산업,0,1,0,0,-2.22501584349708,-0.5581842552040638,0.0007185136297872,0.0011334282915211,0.4969412003702018,0.0005617673062564
000810,2022,0,19,42,61,0.0,6.318589956767542,13.967409378117726,20.28599933488527,0.0,2.995732273553991,3.7612001156935624,4.127134385045092,3007,65121,보험,0,0.0,0.3114754098360656,0.6885245901639344,0,19.0,42,0.0,1.990417680561006,2.7058751292219725,3.0580495483722707,-0.4765764136182082,0.0120895309537806,-0.0352459450375171,0.3915453505677651,0.163241401039196,-0.1309514877908147,-0.3117407904572272,0.2103871218031911,0.0901192114676747,0.1869088885800364,0.0852051515348169,-0.114154665513862,0.0196860473797109,-0.163241401039196,0,A,A,A,A,2022,삼성화재해상보험,4,4,4,4,0.0168822990065717,0.0243656598790494,0.0200760577464717,0.1451086945620503,0.2489063409351122,0.00663306832818
000810,2023,0,16,74,90,0.0,2.726188447776453,12.608621570966092,15.334810018742546,0.0,2.833213344056216,4.31748811353631,4.51085950651685,5869,65121,보험,0,0.0,0.1777777777777777,0.8222222222222222,0,16.0,74,0.0,1.3153858473299886,2.6107035309291584,2.7932984146666096,-0.4765764136182082,-0.4402439395975753,-0.166301158991505,0.4409255825683614,0.1762250394837947,-0.4741004612309641,-0.1326028058455539,0.0238021890647722,0.0320225178826767,0.0858231190965668,0.0311250478791402,-0.1271744406094463,-0.0393657740496462,-0.1762250394837947,0,A,A,A+,A,2023,삼성화재해상보험,4,4,5,4,-0.7164313576262318,1.130593733572669,0.0094890229725192,0.0870054877438599,0.317789422300282,0.0749376432478634
000810,2024,0,14,71,85,0.0,2.8101164191087915,14.251304696908871,17.061421116017662,0.0,2.70805020110221,4.276666119016055,4.454347296253507,4982,65121,보험,0,0.0,0.1647058823529411,0.8352941176470589,0,14.0,71,0.0,1.3376597448683116,2.7246650532895584,2.8937782334876094,-0.4765764136182082,-0.4296762370581803,-0.0078642143884157,0.4399746138762583,0.2124989818235388,-0.4261085091600185,-0.1991076179863821,0.086019900783458,0.0480501655501442,0.1715781609051453,0.0617827325980393,-0.182733446131186,-0.0356136587238299,-0.2124989818235388,0,B+,A,A,B+,2024,삼성화재해상보험,3,4,4,3,-0.7882075165194313,1.002974345831701,0.0192593608995495,0.0769260945502495,0.3138023588432779,0.0838389223249261
000850,2022,0,2,23,25,0.0,1.6891891891891893,19.425675675675677,21.114864864864867,0.0,1.0986122886681098,3.1780538303479458,3.258096538021482,1184,29223,자동차,1,0.0,0.08,0.92,0,2.0,23,0.0,0.9892397315203226,3.016792721015343,3.0962500007370655,-1.057849758164657,-1.0986619568732148,1.670379121726894,0.5318907338893449,0.3819947293605528,0.1382904791080989,0.1404284745445221,-0.00792617578756,0.1361182554051278,0.0212667437917802,-0.1451778457546919,-0.0802332215471767,0.0178649142706763,-0.3819947293605528,0,D,D,D,C,2022,화천기공,0,0,0,1,-2.3051844057804267,-0.1412224322125728,0.0172058842450869,0.0612427253531327,0.3764562167612334,0.0117417154453085
000850,2023,2,3,23,28,1.3596193065941535,2.0394289598912305,15.635622025832769,19.03467029231815,1.0986122886681098,1.3862943611198906,3.1780538303479458,3.367295829986474,1471,29223,자동차,1,0.0714285714285714,0.1071428571428571,0.8214285714285714,2,3.0,23,0.8585002952603487,1.1116696556325432,2.811546301367253,2.9974642873676283,-0.8027632097781966,-0.7280322326435361,0.6998654881872293,0.5915385529809843,0.2667168332014913,0.1212138349885416,0.1181418109618724,0.0166591409931693,0.1573729493316185,0.0297947757983668,-0.1303566881386302,-0.0782797340907256,0.0343528147277881,-0.2667168332014913,0,C,D,C,C,2023,화천기공,1,0,1,1,-1.3560972151153317,-0.1494457644132303,0.0450220477220379,0.06152004748886,0.3042093251178812,0.0719550416870333
000850,2024,2,2,25,29,1.2978585334198574,1.2978585334198574,16.223231667748216,18.81894873458793,1.0986122886681098,1.0986122886681098,3.258096538021482,3.4011973816621555,1541,29223,자동차,1,0.0689655172413793,0.0689655172413793,0.8620689655172413,2,2.0,25,0.831977616791788,0.831977616791788,2.8462591508313797,2.986638486858807,-0.814350528653636,-1.5127747594817893,0.850333851267509,0.580697793911218,0.2610224030316578,0.1678166654782355,0.096675823557969,-0.0453340828309371,0.15538550247749,0.0015496832364025,-0.1376786322752894,-0.0849447938011857,0.0199392142044263,-0.2610224030316578,0,C,D,C,C,2024,화천기공,1,0,1,1,-1.762000477145578,-0.1651403309573715,0.0478938964016361,0.0548813268291197,0.3402942550635677,0.0110858049952452
000860,2022,9,18,69,96,1.2223278554936845,2.444655710987369,9.371180225451582,13.038163791932636,2.302585092994046,2.9444389791664403,4.248495242049359,4.574710978503383,7363,20411,화학/화학제품,1,0.09375,0.1875,0.71875,9,18.0,69,0.7985552300601787,1.236823960715931,2.339030827284353,2.6417796059943033,-0.9241413744434108,-0.4734095631307048,0.0770497540887211,0.6215410705749002,0.1192775374136503,-0.2728220916439751,0.0363859627404131,0.0825633991074455,-0.0146517917537609,-0.0773861274756831,-0.0219529295183365,-0.0701045027940012,-0.0479526096410286,-0.1192775374136503,0,C,C,B,B,2022,강남제비스코,1,1,2,2,-0.3940047305976367,0.8662543130005808,0.0199490390897289,0.1040452997930797,0.2960783642744806,0.0358602498198361
