stock_code,fiscal_year,Climate Change,Natural Capital,Pollution & Waste,Human Capital,Product Liability,Community Relations,Corporate Governance,Business Ethics & Values,Non-ESG,E_finbert,S_finbert,G_finbert,X_finbert
000700,2022,0.012264272797873,0.01265005054554659,0.006853077942809171,0.07048061458171224,0.10232462798645113,0.07260529396792306,0.5587683080938524,0.10147134357881125,0.06258241554251467,0.010589133762076255,0.08180351217869548,0.3301198258363318,0.06258241554251467
000700,2023,0.010421153885545209,0.021405029571421135,0.0142345181084238,0.07952885477829517,0.023653193381809007,0.060739774509177856,0.6488116295335608,0.13524944676060435,0.005956406289543439,0.015353567188463382,0.05464060755642735,0.39203053814708255,0.005956406289543439
000720,2022,0.22880694153789635,0.016758707789959748,0.013836872759317729,0.10311246320900576,0.04193115237178906,0.09782233557212394,0.4102423678364508,0.017396670438934163,0.07009248619845206,0.08646750736239128,0.08095531705097292,0.21381951913769248,0.07009248619845206
000720,2023,0.2593612103477686,0.020505767763171784,0.016777012347806795,0.0998867065503205,0.052847426694138354,0.11049576570833464,0.31166141752090676,0.040527645844493386,0.08793704570698722,0.09888133015291574,0.08774329965093115,0.17609453168270006,0.08793704570698722
000720,2024,0.37711115036395026,0.021180161052722146,0.023349341185001486,0.07933527921251969,0.03984165728432892,0.07985622029514639,0.26721871002712383,0.0436760811450634,0.06843139518732515,0.14054688420055797,0.06634438559733166,0.1554473955860936,0.06843139518732515
000760,2022,0.0005584720114711672,0.0007484606117941439,0.0008546925440896302,0.19942104794317855,0.001074925097054802,0.0011408150545321404,0.5970662607694976,0.19860615183133631,0.000529102876316756,0.0007205417224516471,0.06721226269825517,0.397836206300417,0.000529102876316756
000760,2023,0.0007087101500170926,0.0007313560199690983,0.0007119391569479679,0.0016468576213810593,0.0008174029717338271,0.0009287267166655511,0.8249643079470843,0.16892688331427053,0.0005638135141149784,0.000717335108978053,0.0011309957699268125,0.4969455956306774,0.0005638135141149784
000760,2024,0.0007094147828562806,0.0007323053190096592,0.0007138207874959335,0.0016524028324056417,0.00081734797762086,0.0009305340645369142,0.8249519697856158,0.16893043095478788,0.0005617673062564185,0.000718513629787291,0.0011334282915211387,0.49694120037020184,0.0005617673062564185
000810,2022,0.008429119250245599,0.01123858404591576,0.04056046994325394,0.33886380497844787,0.06465260052613707,0.03180967818156609,0.4485233819060441,0.049289299964180425,0.00663306832818004,0.020076057746471768,0.14510869456205036,0.24890634093511227,0.00663306832818004
000810,2023,0.006250894173798669,0.005289787756434332,0.016926386987324803,0.21188424469696152,0.012060226624857426,0.03707199190976098,0.5939111938932911,0.04166765070727302,0.07493764324786348,0.009489022972519268,0.08700548774385997,0.31778942230028207,0.07493764324786348
000810,2024,0.01326594183689828,0.02207571583689017,0.022436425024860127,0.18680881556302179,0.03541917882881365,0.008550289258913159,0.5982195019998133,0.029385215686742475,0.0838389223249261,0.019259360899549525,0.07692609455024953,0.3138023588432779,0.0838389223249261
000850,2022,0.019833457096515652,0.019594172557565168,0.012190023081180138,0.08520289141093738,0.04598084148109102,0.052544443167369954,0.631750652136711,0.12116178138575588,0.011741715445308588,0.017205884245086987,0.06124272535313278,0.3764562167612334,0.011741715445308588
000850,2023,0.08005957853674772,0.034370888522971654,0.020635676106394385,0.07252098661410855,0.0615453722912207,0.05049378356125089,0.5132778413662891,0.0951408088694734,0.07195504168703337,0.04502204772203792,0.06152004748886005,0.30420932511788124,0.07195504168703337
000850,2024,0.11977005388710976,0.014560076524503529,0.009351558793295064,0.12292787270887535,0.03391611086622374,0.007799996912260266,0.5933086616860237,0.08727984844111181,0.011085804995245245,0.047893896401636125,0.05488132682911979,0.34029425506356775,0.011085804995245245
