stock_code,fiscal_year,E_consistency,G_consistency,S_consistency,ESG_consistency,E_greenwash_flag,G_greenwash_flag,S_greenwash_flag,z_E_intensity,z_E_content,z_E_semantic,z_G_intensity,z_G_content,z_G_semantic,z_S_intensity,z_S_content,z_S_semantic
000140,2023,-0.23430229520867318,-1.694186890855667,-0.3206101086909576,-0.7496997649184326,0,0,0,-0.10801782877208818,-0.2865652394104386,0.1779194908479192,-0.09726003133999563,1.4046445971154298,-1.976710638474275,-0.4371583179148114,-0.2865652394104386,0.1779194908479192
000140,2024,-0.3259751948091556,-1.3501705871261562,-0.29249185016560314,-0.6562125440336383,0,1,0,-0.08360709966230997,-0.6299638424229234,-0.04872668586905503,0.2412290462401478,1.2707491503244979,-1.4059424708211907,-0.3965901164977371,-0.6299638424229234,-0.04872668586905503
000150,2022,-0.33396222057858527,-1.515139461601318,-1.336459574588815,-1.0618537522562395,0,0,0,1.5803465183015895,1.936799079357972,2.247754230518064,-2.2126423927312815,-0.034236430399712074,0.7008010774499448,-0.20682159307262407,1.936799079357972,2.247754230518064
000150,2023,-0.44225394506246796,-1.6959567070907604,-0.9940198873601472,-1.0440768465044585,0,0,1,1.3739536648261852,1.9246696653015023,2.2487276899458135,-2.3696417271177355,0.16270333100908435,0.8508155398776657,0.38803261070521866,1.9246696653015023,2.2487276899458135
000150,2024,-0.32158222550560456,-1.5695255122387495,-1.0746258282619137,-0.9885778553354226,0,0,1,1.5441387291144582,2.017308966254394,2.157987453532002,-2.281510355408296,0.27317002368802096,0.5755250962711853,0.2303331626500612,2.017308966254394,2.157987453532002
000180,2022,-0.26565461673851526,-0.8315236978976781,-1.327533788960956,-0.8082373678657163,0,0,0,1.069514750595439,1.4650237029903714,0.9600288850162114,-0.5215461015403301,0.6127055705811747,-1.0077007783124436,-1.0448556094112658,1.4650237029903714,0.9600288850162114
000180,2023,-0.29565265897289417,-0.7709234711355563,-1.2431095733166642,-0.7698952344750382,0,0,0,0.9871112906134412,1.494891396443609,0.9786065886923145,-0.4896412288060551,0.5169499530701817,-0.9978048013885583,-0.8694446670413639,1.494891396443609,0.9786065886923145
000180,2024,-0.11437972674631133,-1.049866209862806,-1.5101486779840225,-0.8914648715310466,0,0,0,0.8833115546001501,1.1074958218691409,0.9559800100262156,-0.5526882742780717,0.736545395411163,-1.3433639477883896,-1.5806229526770714,1.1074958218691409,0.9559800100262156
000210,2022,-0.3441990462453327,-1.720543676237084,-0.5846403699319747,-0.8831276974714638,0,0,0,1.5138942932588368,2.1334508245037047,1.5638048449334616,-2.216643350659457,0.6746223889859936,0.8449252983892238,0.9642971952334514,2.1334508245037047,1.5638048449334616
000210,2023,-0.2789906603349532,-1.5814925692648008,-0.29528827226319054,-0.7185905006209815,0,0,0,1.5231830331291978,2.0336843274169882,1.5833729536768155,-1.8783697599458213,0.5034717417086345,1.114904878348204,1.4776204339114072,2.0336843274169882,1.5833729536768155
000210,2024,-0.3426621155409078,-1.8012674817365626,-0.2655293037308859,-0.8031529670027856,0,0,0,1.4828437340131906,2.165840354472088,1.7754678321036697,-2.532486711406969,0.21491586660121254,0.8592651042317335,1.6588458128426407,2.165840354472088,1.7754678321036697
000220,2022,-0.570179363015279,-1.0245918326817227,-0.7604153954636973,-0.7850621970535664,0,0,0,-1.2641618509404342,-0.338711358263052,-0.22440146076046807,0.43306309565139206,-1.142865339508971,-1.4892301950967264,1.0317960399374901,-0.338711358263052,-0.22440146076046807
