stock_code,fiscal_year,E_seed,S_seed,G_seed,ESG_seed_index,E_seed_norm,S_seed_norm,G_seed_norm,ESG_seed_norm,E_seed_log,S_seed_log,G_seed_log,ESG_seed_log,E_seed_norm_log,S_seed_norm_log,G_seed_norm_log,E_ratio,S_ratio,G_ratio,E_industry_z,E_intensive,induty_name,text_length,TFPC1,TFPC2,TFPC3,TFPC4,TFPC8,TFPC10,TFPC15,TFPC17,TFPC18,TFPC19,TFPC22,TFPC24,TFPC29,TFPC35,neg_TFPC2,KRFPC1,KRFPC2,KRFPC3,KRFPC4,KRFPC5,KRFPC6,KRFPC7,KRFPC8,KRFPC9,KRFPC10,KRFPC11,KRFPC12,KRFPC13,KRFPC14,KRFPC15,KRFPC16,KRFPC17,KRFPC18,KRFPC19,KRFPC20,KRFPC21,KRFPC22,KRFPC23,KRFPC24,KRFPC25,KRFPC26,neg_KRFPC1,low_token_flag,esg_grade,e_grade,s_grade,g_grade,esg_year,company_name,esg_numeric,e_numeric,s_numeric,g_numeric,CAPEX,assets,is_financial,esg_grade_num,Layer2_action,Layer3_validation,E_seed_norm_log_z,S_seed_norm_log_z,G_seed_norm_log_z,neg_TFPC2_z,TFPC1_z,neg_KRFPC1_z,KRFPC2_z,Seed_score,Content_score,Semantic_score,Layer1_text,greenwashing_score,GW_risk
096770,2023,21,9,57,87,4.146100691016781,1.7769002961500493,11.253701875616978,17.17670286278381,3.091042453358316,2.302585092994046,4.060443010546419,4.477336814478207,1.6382392805194224,1.0213353042411737,2.5058280852672645,0.2413793103448276,0.1034482758620689,0.6551724137931034,-0.7071067633786757,1,석유정제,5065,0.6489928804005004,-0.0714916670873006,-0.1443865245577734,-0.1297034078814637,-0.1231109117545898,0.0638336305854923,-0.0185071486232385,-0.0180745852346017,-0.061540186928489,-0.0351455040243077,-0.0639553015820288,0.0152640614627561,-0.0205903951444015,0.0161862412379862,0.0714916670873006,-0.2332646223421736,0.1606292687133372,0.0064496483327803,-0.0146311662266564,-0.7125679154952854,0.0645539385548226,0.1808884195557307,-0.3175690237320241,-0.1012312773709187,-0.1840712111538535,0.1798367268850151,0.089266145434572,-0.3609904562791143,0.1288958672490306,-0.0107149892871837,0.012785228217682,0.0061905590765899,0.2298668868725641,0.3046793972760995,0.0442634460420087,0.1059997439887198,0.136750725303002,0.0145005736822349,-0.0704596396306528,0.0794021057098673,0.1267172201419887,0.2332646223421736,0.0,A+,A,A+,A+,2023,SK이노베이션,5,4,5,5,11238125586000.0,,False,5,-1.2635628940757262,-1.5467830691941886,0.5772028853860361,-0.4611008799555624,0.1715739498506783,0.33025171484521576,1.3090144456922286,0.21234796149942808,0.3078456982490287,0.09589198509371734,0.6238805340993195,0.24099728252430824,0.29782013902457527,0.9821969648315159,High Risk
001210,2023,4,0,14,18,4.3383947939262475,0.0,15.184381778741864,19.52277657266811,1.6094379124341005,0.0,2.70805020110221,2.9444389791664403,1.6749250073944073,0.0,2.7840466894748657,0.2222222222222222,0.0,0.7777777777777778,-1.6595787419042118,0,기계,922,0.4840467686003065,0.1090740919901355,-0.0829949430535143,0.1559635433176792,-0.0074403807499025,-0.0519649327491767,0.1949843083455072,-0.0880996370174652,0.0766063054620664,-0.1520263962308849,-0.0867899939814912,-0.0352162087453645,-0.0735045067879808,-0.0565390872919381,-0.1090740919901355,0.631870948414613,-0.0273455092715331,-0.0421382647359426,-0.0783354217757011,0.3321067723292688,-0.5811643732590622,0.144901002996147,0.1600405678582195,-0.0115201590043955,0.1234707101366054,0.1210957589062493,0.1742884541627811,0.0774690035215211,0.2144607785436569,-0.2568341968387161,0.0086424083128336,0.1269268273869389,-0.0683041687151223,0.2604961894867011,0.0342989442218597,-0.2943521745667553,0.0003841458869455,-0.3778772808226529,0.1745793936644793,-0.012510012070891,-0.1507842730713951,-0.631870948414613,0.0,D,C,C,D,2023,금호전기,0,1,1,0,511685158.0,,False,0,-2.4607310387221855,1.526738364193832,0.6183342311146512,-2.3564341018749824,0.6410993529434511,-0.42072353213613595,-0.3344684570160015,-0.5586108102736626,-0.04606292803114441,-0.3656668392722933,-0.3948470096000956,-0.4048464456009071,-0.38617477226921815,0.6668201242919908,High Risk
000320,2024,2,29,17,48,0.936768149882904,13.583138173302109,7.962529274004685,22.4824355971897,1.0986122886681098,3.4011973816621555,2.8903717578961645,3.8918202981106265,0.6610206817950668,2.6798659416438273,2.1930524721970777,0.0416666666666666,0.6041666666666666,0.3541666666666667,-0.4619054144904591,0,금융,2135,0.4697392025305248,-0.076023702408602,0.1443107647510917,0.0287183783252058,0.2572307351621468,0.2040881576398534,0.1348265331454883,0.076674309259987,-0.1237559698738728,0.2646308276657336,-0.1423807974828773,-0.1908499525736252,0.0043829298648524,0.0230843988073572,0.076023702408602,-0.3990187820917371,-0.8463124883715258,-0.9752077286680172,-0.132121271938973,0.1044967598623278,0.1192453077204043,0.193797256361693,0.1196567264290423,-0.1252271254171196,0.0979602655931636,-0.2394119634813591,0.0650539113106923,0.0463768726672761,-0.2362173041653951,-0.1359703233279972,-0.0937490774361503,0.1919232073937878,-0.275123456685268,0.2808887645802934,0.2832643148911781,-0.2900487301267399,-0.1116234449490661,0.1289000497520611,-0.0832435322414714,-0.0100301081477955,-0.1145492380835157,0.3990187820917371,0.0,A,A,A+,B+,2024,노루홀딩스,4,4,5,3,14605771996.0,,False,4,-0.6444130450079472,-0.9320787825165844,-0.5184361944538055,2.6167014867960288,-0.356270319308215,0.34910050634439993,-0.4770255622331183,0.3600584796382428,-1.5879691435843304,0.5806649910113361,0.10126268577114445,-0.22434980732852916,0.195339859937319,0.5447705777349547,High Risk
010950,2024,45,8,46,99,7.205764611689351,1.281024819855885,7.365892714171337,15.852682145716573,3.828641396489095,2.1972245773362196,3.8501476017100584,4.605170185988092,2.1048369087059853,0.8246248243723306,2.124163048908533,0.4545454545454545,0.0808080808080808,0.4646464646464646,-0.7071067623595823,1,석유정제,6245,0.4948109652758051,-0.3411992176009115,0.0074795880941622,-0.0289817092394337,-0.1590467773484228,0.016489863241592,-0.0497699682465734,0.1294744837709263,-0.0613518317599979,0.1731983646992908,-0.1960237035458295,-0.1783524628408363,0.0789595727642888,0.2789761101375761,0.3411992176009115,-1.2891214098636607,0.2370735475653606,0.3312329606246351,0.1179064814052019,0.0475016188782822,-0.1011055004201127,0.1993383641610729,0.2668696120056682,-0.1284201282753027,0.1353790657267549,0.3593537026791445,0.0488238137860552,-0.2859014624594666,0.1490845939098372,-0.0065484230540305,-0.2097513929771675,-0.0032926844376349,0.0696512496873775,0.1134332507936458,0.0225526030685235,0.113571095375395,0.1918903401158216,-0.1733338792014908,-0.1298826600607329,0.1468631106721153,-0.1779229631055217,1.2891214098636607,0.0,A,B+,A,A,2024,S-Oil,4,3,4,4,-3041864000000.0,305473764776.0,False,4,-0.315772442083829,-0.9320787825165844,1.1003433543344574,-0.8261444714645568,-0.47252902289313825,1.4519687856483956,-0.22721662182875985,1.1532664482561017,0.4517708035505263,-0.06611004667441256,0.948213163405249,0.9428177548444291,0.5408652568051384,0.5178161953228384,High Risk
055550,2023,12,26,81,119,1.3627072450601865,2.9525323642970704,9.198273904156258,13.513513513513514,2.5649493574615367,3.295836866004329,4.406719247264253,4.787491742782046,0.8598080993151413,1.3743564783784203,2.322218480887326,0.1008403361344537,0.2184873949579832,0.680672268907563,-0.4997543526749428,0,금융,8806,0.5533380840492909,0.0347816817657961,-0.3363464007807573,-0.229150262936844,0.1726654112329702,-0.0466538557751612,0.0615049477243165,-0.0435004590538212,-0.0492380725352148,0.0205694514587321,-0.1055338414257612,0.0134708124252096,-0.032331377502401,0.0428785053708412,-0.0347816817657961,-0.5642805621621626,0.4105874671150898,0.3452983004598544,-0.6627116739500676,-0.011725722966019,0.5830035996015912,-0.0321526566359204,-0.2625300513346795,0.1726770566146958,0.0040160003465158,0.2730160839863934,0.1580270604105868,0.1468218222250103,0.0959426220016295,-0.229317609383958,-0.1505470718718198,-0.0838712107872331,-0.0845992282952014,-0.2272434750283286,-0.0728293424476239,0.0666904629340746,0.1795583067679499,-0.0563648543276807,0.117929888740146,0.2495119291697569,-0.1316439591420778,0.5642805621621626,0.0,A+,A+,A+,A+,2023,신한지주,5,5,5,5,261444000000.0,,True,5,-0.4938545355687319,-1.5467830691941886,-0.29555948754324907,0.19401478735258315,-0.1382880514835946,-0.1117404702194149,0.3559333415090522,0.5073302174916253,0.77845331684641,-0.07994425055808684,0.028561673299125234,0.5886671472980607,0.15319094595592103,0.5000420885261367,High Risk
055550,2022,18,25,82,125,2.133965619442798,2.9638411381149967,9.72139893301719,14.819205690574984,2.9444389791664403,3.258096538021482,4.418840607796598,4.836281906951478,1.142299173689482,1.37721353950801,2.372241644611547,0.144,0.2,0.656,0.0668876657571863,0,금융,8435,0.5293063487310518,0.0364011184053801,-0.2532316716720617,-0.2335627928648086,0.1808891802360761,-0.0303085798050043,0.0132730407413088,0.0021029227258884,-0.0202599387972442,0.0761023006655158,-0.1161856834071268,-0.0067049210606917,-0.0306830949886574,0.0162337344800044,-0.0364011184053801,-0.7466992017322354,0.1670171252668207,0.3478086027617034,-0.5516151838413502,0.1720713654142015,0.4768267722049369,-0.0320989712172446,-0.2593503775192384,0.3160679409489696,-0.1072654463212041,0.2208278638983311,0.2626275465832683,0.2871091658069118,0.1301260236909683,-0.1489034201963426,-0.1179849969429515,0.0109343755419118,-0.2288192954546401,-0.2260946085616345,-0.1329608187699379,-0.0351394579948575,0.1437251000961997,-0.0244381847462209,0.0302616281221876,0.2682332790953961,-0.1039688580907224,0.7466992017322354,0.0,A+,A+,A+,A+,2022,신한지주,5,5,5,5,,,True,5,-0.1980088183733593,-1.5467830691941886,0.02116418226256283,0.19931675121643813,-0.0538682975333336,-0.11847572742762508,0.11648698119849012,0.6698911559910532,0.3198724050335959,0.05553754531522245,-0.047986914839790513,0.564885530703816,0.17728460288529663,0.45532913924468754,High Risk
005090,2024,74,2,15,91,15.546218487394958,0.4201680672268907,3.151260504201681,19.11764705882353,4.31748811353631,1.0986122886681098,2.772588722239781,4.5217885770490405,2.806157585527596,0.3507752218115441,1.4234120240763932,0.8131868131868132,0.0219780219780219,0.1648351648351648,,1,전기/가스공급,4760,0.5197015837670158,-0.5104611583621864,0.0457382579042153,-0.0752966790247157,0.0191867957828601,-0.1366605977925786,-0.041562140555216,-0.0443559046234563,0.2035742778365656,-0.0014065351752079,-0.0118591196401686,-0.0191436291156541,0.0287506164121067,-0.0306151607645427,0.5104611583621864,-1.5636297511760953,0.1424956287806421,-0.2685835664149125,0.4241438564674269,-0.0724521476796248,-0.2706082988186523,0.0813445850577057,-0.0631525205053348,-0.710932337230649,0.172938694548594,0.2060461604367069,-0.1233223296647541,-0.0885948056858224,0.1018887516954319,0.1561770664398095,0.2401170944068642,0.1969027491754747,0.0709544594605092,0.0433112238288663,0.1149759722799837,-0.1360516009636667,-0.0885350009411296,0.2488125660583272,-0.3060985271461209,-0.0310151537108397,-0.0650237443904203,1.5636297511760953,0.0,B,A,B+,C,2024,SGC에너지,2,4,3,1,44608610231.0,,False,2,-0.6732302467669506,0.2973297908386237,1.8866508826894572,-1.7054863391130468,-1.6551257379441406,2.155931311086174,0.02078744132667149,1.3978924014747092,0.2737046732304703,-0.4913203981225767,1.515388150158323,1.0606360830014374,0.5762791106988974,0.4451853416220171,High Risk
001440,2022,13,4,31,48,5.078125,1.5625,12.109375,18.75,2.6390573296152584,1.6094379124341005,3.4657359027997265,3.8918202981106265,1.8046962602587744,0.9409833444645266,2.5733276231075344,0.2708333333333333,0.0833333333333333,0.6458333333333334,-0.9152219868422056,0,기계,2560,0.5929018057939439,0.0053469150438922,0.042476736894652,0.0482730565683832,0.0979505996793418,0.0200126690534888,-0.0160634776510912,-0.042358448734699,-0.0498382515554265,0.0666473860242065,0.0743124035983117,0.050262652040531,-0.0883053453973342,-0.0110572976540146,-0.0053469150438922,-0.4209915074886093,0.1980190519936682,0.3966231511416467,0.0203267160976145,0.4966466995856202,-0.6092331885885822,0.1478326455688728,-0.0917484384311325,0.0968485890534127,-0.4713379228497011,-0.0196758379428363,-0.4325716442273453,-0.1299778003233945,0.0644925262427706,0.2118414307361955,-0.1243338103041323,0.0198054120546297,0.1856973901073685,0.1667026480781932,0.109963779307852,-0.1550649669993765,0.0449882476438661,0.155462146081073,-0.0416643810816777,-0.0851419380539028,-0.0643382526132522,0.4209915074886093,0.0,A,B+,A+,B+,2022,대한전선,4,3,5,3,13335122000.0,1302349327000.0,False,4,-0.3716996820341173,-0.9320787825165844,0.7638313146367834,-0.6102132607560701,0.28548706433593424,0.01067909217026586,0.7501366333914783,0.3796393013696409,0.3782411362940222,0.14636837273888254,0.23251635453662958,0.3792198518469553,0.24206821101062848,0.4384044872723896,High Risk
055550,2024,12,15,63,90,2.080804577770071,2.6010057222125886,10.924224033292871,15.606034333275533,2.5649493574615367,2.772588722239781,4.1588830833596715,4.51085950651685,1.125190789420493,1.2812131737275665,2.478571964073816,0.1333333333333333,0.1666666666666666,0.7,0.1432437700079067,0,금융,5767,0.5600265848352741,0.0595275421619597,-0.2879283453765496,-0.2479003857279044,0.1867193174157488,-0.0976714136278638,0.0796847361051731,-0.0328009796143786,0.0029876134705996,0.0867969012692649,-0.1354148977416999,0.0194322709355711,-0.0368782810840015,-0.0049315351423588,-0.0595275421619597,-0.4707511901017512,0.0413350072115488,0.303721034744175,-0.7577883871692901,0.015436937055207,0.582400439332196,-0.1755100157442125,-0.2939733169439832,-0.1520681356546878,0.0203923984088062,0.4025504975099764,0.1513327691606806,-0.0215350128057155,0.0882986067158338,-0.1372053198683363,-0.17623753521643,-0.1244478984018621,-0.0889459364086301,-0.2373597691661462,-0.1072761474433327,0.1441401539077965,0.1031473801275609,0.0363369467467076,0.0626106942859373,0.2137830266471081,-0.1724863513033461,0.4707511901017512,0.0,A+,A+,A,A+,2024,신한지주,5,5,4,5,263836000000.0,,True,5,-0.2240185983173366,-1.5467830691941886,0.0019825841815496355,0.021164990649150953,0.1255761585579357,-0.21465881264338138,0.4225759350600275,0.4239822518712467,0.08324499030403082,0.0495745777962121,-0.023488388332358695,0.32176107340108195,0.10931163663910182,0.41974731548576616,High Risk
010130,2024,63,5,22,90,9.689326361119656,0.7689941556444171,3.3835742848354355,13.841894801599508,4.1588830833596715,1.791759469228055,3.1354942159291497,4.51085950651685,2.369245707253401,0.5704111114098488,1.477864438369307,0.7,0.0555555555555555,0.2444444444444444,0.5615625531195135,1,1차금속(철강),6502,0.575603442150174,-0.3943992574817781,0.0730128022616832,-0.0614414377792658,-0.126290685316636,0.0262346636131217,-0.0698556243782961,-0.0461345509233401,0.051362048058449,-0.0542284093605867,-0.059201829902186,-0.1507184925812148,0.1160867405160173,-0.1163888320784305,0.3943992574817781,-1.47352026601258,-0.1451609173296631,-0.1115965118213678,0.3907427281207872,-0.1973674692226698,-0.1873414596328142,-0.0160400147102249,-0.0737132123819074,-0.1403480076152093,0.0349714581415599,0.0926368901116147,-0.2456228805619759,-0.1332728625230817,0.1592965339986435,0.2893097491636872,0.1100897359775561,0.0923747921061895,0.4171820415870055,-0.0815185297995377,0.0148496292155622,0.0002163662979521,0.1634099731250206,-0.08142735750937,0.3599828929959722,0.2109406073544906,0.0142800152225262,1.47352026601258,0.0,B+,B+,A,B+,2024,고려아연,3,3,4,3,,428809811685.0,False,3,0.5232248478104417,-0.3173744958389803,1.396793517194859,-1.2978991377768696,-1.5632311220428348,1.673228415896554,0.5777799492411819,1.3175920412132542,-0.2678793316331577,-0.48811224754161514,1.3445938758999423,0.8419506293593306,0.46071845256113575,0.39979727095421963,High Risk
