stock_code,fiscal_year,E_seed,S_seed,G_seed,ESG_seed_index,E_seed_norm,S_seed_norm,G_seed_norm,ESG_seed_norm,E_seed_log,S_seed_log,G_seed_log,ESG_seed_log,text_length,induty_code,induty_name,E_intensive,E_ratio,S_ratio,G_ratio,E_seed_win,S_seed_win,G_seed_win,E_seed_norm_log,S_seed_norm_log,G_seed_norm_log,ESG_seed_norm_log,E_industry_z,S_industry_z,G_industry_z
000070,2023,43,6,25,74,8.110147114296492,1.131648434552999,4.715201810637495,13.956997359486987,3.784189633918261,1.9459101490553132,3.258096538021482,4.31748811353631,5302,64992,금융,0,0.581081081081081,0.08108108108108109,0.33783783783783783,43,6.0,25,2.209388859801906,0.7568955933408178,1.74312960907081,2.705179241136891,2.1424223642553883,-0.7530103929109475,-1.151422010712942
000070,2024,40,5,25,70,8.426374552348852,1.0532968190436065,5.266484095218033,14.74615546661049,3.713572066704308,1.791759469228055,3.258096538021482,4.2626798770413155,4747,64992,금융,0,0.5714285714285714,0.07142857142857142,0.35714285714285715,40,5.0,25,2.2435115637983167,0.719446705785892,1.835215447001595,2.756596238116969,2.265010280315738,-0.7792329169451121,-1.026385488853423
000080,2022,10,8,69,87,2.4230676035861403,1.938454082868912,16.71916646474437,21.08068815119942,2.3978952727983707,2.1972245773362196,4.248495242049359,4.477336814478207,4127,11122,음료,0,0.11494252873563218,0.09195402298850575,0.7931034482758621,10,8.0,69,1.2305371091590824,1.07788362090421,2.8746469048349104,3.094703387191326,1.096260025604445,-0.6323681251918885,-0.2042827607944813
000080,2023,7,7,58,72,2.0289855072463765,2.0289855072463765,16.81159420289855,20.869565217391305,2.0794415416798357,2.0794415416798357,4.07753744390572,4.290459441148391,3450,11122,음료,0,0.09722222222222222,0.09722222222222222,0.8055555555555556,7,7.0,58,1.1082277473675515,1.1082277473675515,2.8798496049687756,3.0850959541705896,0.7703491917927398,-0.4728295701995013,-0.173065938601072
000080,2024,6,6,56,68,2.132954141485958,2.132954141485958,19.90757198720227,24.17348027017419,1.9459101490553132,1.9459101490553132,4.04305126783455,4.23410650459726,2813,11122,음료,0,0.08823529411764706,0.08823529411764706,0.8235294117647058,6,6.0,56,1.1419763746098035,1.1419763746098035,3.040111389395789,3.225791070155842,0.8563325556400335,-0.2896113585655334,0.8725789071716854
000100,2022,5,22,54,81,0.7490636704119851,3.295880149812734,8.089887640449438,12.134831460674157,1.791759469228055,3.1354942159291497,4.007333185232471,4.406719247264253,6675,212,의약품,0,0.06172839506172839,0.2716049382716049,0.6666666666666666,5,22.0,54,0.5590805992686478,1.4576564587291212,2.207162547326352,2.5752675917399284,0.6845656910460859,-0.029605338687831453,-0.7174514638470679
000100,2023,12,23,74,109,1.59256801592568,3.0524220305242205,9.82083609820836,14.46582614465826,2.5649493574615367,3.1780538303479458,4.31748811353631,4.700480365792417,7535,212,의약품,0,0.11009174311926606,0.21100917431192662,0.6788990825688074,12,23.0,74,0.9526488964285751,1.3993147345966392,2.381473543834782,2.738632824992035,2.1888146150644623,-0.16907768264480852,-0.4195568066573761
000100,2024,12,21,46,79,1.9509022923101935,3.4140790115428388,7.4784587871890755,12.843440091042108,2.5649493574615367,3.091042453358316,3.8501476017100584,4.382026634673881,6151,212,의약품,0,0.1518987341772152,0.26582278481012656,0.5822784810126582,12,21.0,46,1.0821109853856095,1.4847992078879397,2.1375286864921206,2.627811480794716,2.8278438655445433,0.03810845268918962,-0.8226778140722518
000120,2022,4,6,24,34,2.059732234809475,3.089598352214212,12.358393408856848,17.507723995880536,1.6094379124341005,1.9459101490553132,3.218875824868201,3.5553480614894135,1942,493,육상운송,0,0.11764705882352941,0.17647058823529413,0.7058823529411765,4,6.0,24,1.1183274071712828,1.4084467628399266,2.5921449070493483,2.918188158240697,0.18591515556646385,-0.04232782387191703,-0.7184685104451188
000120,2023,8,7,24,39,2.7624309392265194,2.4171270718232045,8.287292817679559,13.466850828729282,2.1972245773362196,2.0794415416798357,3.218875824868201,3.688879454113936,2896,493,육상운송,0,0.20512820512820512,0.1794871794871795,0.6153846153846154,8,7.0,24,1.3250652748836866,1.228800160566717,2.22864710214279,2.6718598824537168,0.5994221275253401,-0.8092680826808694,-1.3455921939470736
000140,2022,10,8,43,61,2.7129679869777537,2.1703743895822027,11.66576234400434,16.549104720564298,2.3978952727983707,2.1972245773362196,3.784189633918261,4.127134385045092,3686,64992,금융,0,0.16393442622950818,0.13114754098360656,0.7049180327868853,10,8.0,43,1.3118315532826745,1.1538496848846136,2.5389024746152167,2.8650029355374045,0.05016577229934749,-0.4053721707303372,0.42503698021490893
000140,2023,7,7,38,52,1.7605633802816902,1.7605633802816902,9.557344064386315,13.0784708249497,2.0794415416798357,2.0794415416798357,3.6635616461296463,3.970291913552122,3976,64992,금융,0,0.1346153846153846,0.1346153846153846,0.7307692307692307,7,7.0,38,1.0154347821892018,1.0154347821892018,2.356821737590083,2.6446467386492682,-0.31904095024259616,-0.542526701252554,-0.05317408457390524
000140,2024,6,6,39,51,1.8203883495145632,1.8203883495145632,11.832524271844662,15.473300970873789,1.9459101490553132,1.9459101490553132,3.688879454113936,3.951243718581427,3296,64992,금융,0,0.11764705882352941,0.11764705882352941,0.7647058823529411,6,6.0,39,1.0368745880623302,1.0368745880623302,2.551982906885924,2.801740947354232,-0.2958493563954547,-0.5225046291695078,0.46286030960342234
000150,2022,195,37,37,269,11.161991986262164,2.1179164281625646,2.1179164281625646,15.397824842587294,5.278114659230517,3.6375861597263857,3.6375861597263857,5.598421958998375,17470,26221,전자/반도체,0,0.724907063197026,0.137546468401487,0.137546468401487,81,37.0,37,2.4983156777815823,1.137164967249618,1.137164967249618,2.797148694484256,1.3300177293525814,-0.05333798817691674,-1.2016957212803523
000150,2023,193,69,39,301,9.145619106288205,3.2696772970667674,1.8480784722551296,14.263374875610102,5.267858159063328,4.248495242049359,3.688879454113936,5.71042701737487,21103,26221,전자/반도체,0,0.6411960132890365,0.2292358803986711,0.12956810631229235,81,46.249999999999886,39,2.3170419971711502,1.4515382499272085,1.0466445466305083,2.725456159701281,0.6875632264850624,1.4656953206092893,-1.2497285058673857
000150,2024,243,66,45,354,10.78131239185412,2.928257686676427,1.9965393318248368,15.706109410355385,5.497168225293202,4.204692619390966,3.828641396489095,5.872117789475416,22539,26221,전자/반도체,0,0.6864406779661016,0.1864406779661017,0.1271186440677966,81,46.249999999999886,45,2.466514580494558,1.368195990854834,1.0974580667518132,2.815774485477562,1.2087260168889686,1.0154041408532315,-1.2233015769228017
000180,2022,27,4,29,60,6.765221748935104,1.0022550739163116,7.266349285893259,15.033826108744677,3.332204510175204,1.6094379124341005,3.4011973816621555,4.110873864173311,3991,71531,전문서비스,0,0.45,0.06666666666666667,0.48333333333333334,27,4.0,29,2.049655013686145,0.6942740823257288,2.11219297093031,2.7747006224044526,0.22331077987412465,-0.675547933874404,-0.2291132450162578
000180,2023,26,5,31,62,6.223073240785065,1.196744853997128,7.419818094782192,14.839636189564384,3.295836866004329,1.791759469228055,3.4657359027997265,4.143134726391533,4178,71531,전문서비스,0,0.41935483870967744,0.08064516129032258,0.5,26,5.0,31,1.9772805189570857,0.7869766528382678,2.1305882240757588,2.7625154182919838,0.08711603625155553,-0.40568851980289994,-0.20399148398111744
000180,2024,22,2,28,52,5.593694380879736,0.5085176709890669,7.119247393846936,13.22145944571574,3.1354942159291497,1.0986122886681098,3.367295829986474,3.970291913552122,3933,71531,전문서비스,0,0.4230769230769231,0.038461538461538464,0.5384615384615384,22,2.0,28,1.8861137955135203,0.4111274938268337,2.094237464391191,2.654752052422,-0.07099210418908702,-1.3606208780865232,-0.2531927866935454
000210,2022,129,59,26,214,10.472479298587434,4.789738593927586,2.1107322617308006,17.37295015424582,4.867534450455582,4.0943445622221,3.295836866004329,5.3706380281276624,12318,20111,화학/화학제품,1,0.602803738317757,0.2757009345794392,0.12149532710280374,81,46.249999999999886,26,2.439951062847432,1.7560871427120968,1.1348581524089492,2.9108794826445212,1.2099453179077955,0.42235331887799193,-1.0401794532682926
000210,2023,133,83,35,251,10.566457456105503,6.594105028998173,2.7806466989751333,19.94120918407881,4.897839799950911,4.430816798843313,3.58351893845611,5.529429087511423,12587,20111,화학/화학제품,1,0.5298804780876494,0.33067729083665337,0.1394422310756972,81,46.249999999999886,35,2.448109310752725,2.027372292237827,1.3298950793831879,3.041718948955661,1.231626858644162,1.1115760708056859,-0.9370938062862646
000210,2024,134,97,21,252,10.16383495145631,7.357402912621359,1.5928398058252429,19.114077669902915,4.90527477843843,4.584967478670572,3.091042453358316,5.53338948872752,13184,20111,화학/화학제품,1,0.5317460317460317,0.38492063492063494,0.08333333333333333,81,46.249999999999886,21,2.4126795315676857,2.1231477224479147,0.952753725174608,3.0014199514995163,1.1387385060048696,1.4031367303625,-1.1198721362678448
000220,2022,0,3,8,11,0.0,5.0,13.333333333333334,18.333333333333336,0.0,1.3862943611198906,2.1972245773362196,2.4849066497880004,600,212,의약품,0,0.0,0.2727272727272727,0.7272727272727273,0,3.0,8,0.0,1.791759469228055,2.662587827025453,2.96183072187831,-0.651264084142891,0.9466512371200478,0.1849407767611508
000220,2023,0,3,7,10,0.0,5.163511187607574,12.048192771084338,17.211703958691913,0.0,1.3862943611198906,2.0794415416798357,2.3978952727983707,581,212,의약품,0,0.0,0.3,0.7,0,3.0,7,0.0,1.8186466131465215,2.5686496392043927,2.9020644620522504,-0.651264084142891,1.0403235642762088,-0.0362307465824126
000220,2024,0,3,7,10,0.0,5.163511187607574,12.048192771084338,17.211703958691913,0.0,1.3862943611198906,2.0794415416798357,2.3978952727983707,581,212,의약품,0,0.0,0.3,0.7,0,3.0,7,0.0,1.8186466131465215,2.5686496392043927,2.9020644620522504,-0.651264084142891,1.0403235642762088,-0.0362307465824126
000230,2022,3,9,30,42,0.9759271307742357,2.9277813923227067,9.759271307742356,13.662979830839298,1.3862943611198906,2.302585092994046,3.4339872044851463,3.7612001156935624,3074,212,의약품,0,0.07142857142857142,0.21428571428571427,0.7142857142857143,3,9.0,30,0.6810377215071529,1.3680747352578304,2.3757678301116005,2.68532593848007,1.0891387296605743,-0.24048184042382093,-0.43015205117122507
000230,2023,2,8,31,41,0.7077140835102619,2.8308563340410475,10.969568294409058,14.508138711960369,1.0986122886681098,2.1972245773362196,3.4657359027997265,3.737669618283368,2826,212,의약품,0,0.04878048780487805,0.1951219512195122,0.7560975609756098,2,8.0,31,0.5351556829405043,1.3430883641124505,2.4823674532895144,2.741364964310876,0.6108256185303461,-0.2960082903373253,-0.22186103919759845
000230,2024,2,4,31,37,0.8025682182985554,1.6051364365971108,12.439807383627608,14.847512038523275,1.0986122886681098,1.6094379124341005,3.4657359027997265,3.6375861597263857,2492,212,의약품,0,0.05405405405405406,0.10810810810810811,0.8378378378378378,2,4.0,31,0.58921243595099,0.9574850487271381,2.598221003416979,2.7630125188239965,0.7799821035595841,-0.9981989900388201,0.031165772494239907
000240,2022,9,6,37,52,2.835538752362949,1.890359168241966,11.657214870825458,16.38311279143037,2.302585092994046,1.9459101490553132,3.6375861597263857,3.970291913552122,3174,64992,금융,0,0.17307692307692307,0.11538461538461539,0.7115384615384616,9,6.0,37,1.3443099079675154,1.061380774070763,2.5382273981081394,2.8554992057239077,0.09768124025189506,-0.49908696938239666,0.42309832492547184
000240,2023,6,5,36,47,2.347417840375587,1.9561815336463224,14.08450704225352,18.38810641627543,1.9459101490553132,1.791759469228055,3.610917912644224,3.871201010907891,2556,64992,금융,0,0.1276595744680851,0.10638297872340426,0.7659574468085106,6,5.0,36,1.208189254704871,1.0838984131239748,2.7136681934064333,2.964659806738204,-0.09154245821825573,-0.47705770364767297,0.973633285219241
000240,2024,35,7,29,71,9.92063492063492,1.984126984126984,8.219954648526077,20.124716553287985,3.58351893845611,2.0794415416798357,3.4011973816621555,4.276666119016055,3528,64992,금융,0,0.49295774647887325,0.09859154929577464,0.4084507042253521,35,7.0,29,2.390654111541811,1.0933072364384164,2.221370118741446,3.050443755557386,2.844271415048232,-0.4677049897041186,-0.3565078313822856
000250,2022,0,4,8,12,0.0,4.6893317702227435,9.378663540445489,14.06799531066823,0.0,1.6094379124341005,2.1972245773362196,2.5649493574615367,853,212,의약품,0,0.0,0.3333333333333333,0.6666666666666666,0,4.0,8,0.0,1.738592801913537,2.3397521161193704,2.7125729786184527,-0.651264084142891,0.7686755494468416,-0.49565430217957107
000250,2023,0,7,8,15,0.0,7.276507276507277,8.316008316008316,15.592515592515593,0.0,2.0794415416798357,2.1972245773362196,2.772588722239781,962,212,의약품,0,0.0,0.4666666666666667,0.5333333333333333,0,7.0,8,0.0,2.113421052894556,2.231734244680382,2.808951725770248,-0.651264084142891,2.250817254739342,-0.67853630099102
000250,2024,0,7,9,16,0.0,7.049345417925478,9.06344410876133,16.112789526686807,0.0,2.0794415416798357,2.302585092994046,2.833213344056216,993,212,의약품,0,0.0,0.4375,0.5625,0,7.0,9,0.0,2.0855907735808463,2.308909462816617,2.839826109488933,-0.651264084142891,2.1206807164032324,-0.5499032800276223
000270,2022,25,18,48,91,5.574136008918617,4.013377926421405,10.702341137123746,20.28985507246377,3.258096538021482,2.9444389791664403,3.8918202981106265,4.5217885770490405,4485,30121,기타운송장비,0,0.27472527472527475,0.1978021978021978,0.5274725274725275,25,18.0,48,1.883143163941708,1.6121099247119113,2.4597889189770017,3.058230671576618,1.1522205918063624,0.4376667854483757,-0.6308200255861051
000270,2023,25,16,46,87,5.779010633379566,3.698566805362922,10.633379565418402,20.11095700416089,3.258096538021482,2.833213344056216,3.8501476017100584,4.477336814478207,4326,30121,기타운송장비,0,0.28735632183908044,0.1839080459770115,0.5287356321839081,25,16.0,46,1.9138311670240205,1.5472575271847078,2.453878514637109,3.0497921949947178,1.2294365684669093,0.2181797053319935,-0.6450791512088642
000270,2024,24,10,44,78,6.437768240343347,2.682403433476394,11.802575107296136,20.92274678111588,3.218875824868201,2.3978952727983707,3.80666248977032,4.3694478524670215,3728,30121,기타운송장비,0,0.3076923076923077,0.1282051282051282,0.5641025641025641,24,10.0,44,2.0065708361499053,1.3035656459222615,2.549646330949048,3.087524763586729,1.4777182292050777,-0.490291871741544,-0.4033255818378136
000320,2022,2,26,17,45,0.9606147934678196,12.487992315081652,8.165225744476466,21.613832853025936,1.0986122886681098,3.295836866004329,2.8903717578961645,3.828641396489095,2082,64992,금융,0,0.044444444444444446,0.5777777777777777,0.37777777777777777,2,26.0,17,0.673258094194876,2.6017998314996733,2.215416512136877,3.118561792180614,-0.629146963866553,3.0477025650969587,-0.368920912663781
000320,2023,2,26,17,45,1.0045203415369162,13.058764439979909,8.538422903063786,22.60170768458061,1.0986122886681098,3.295836866004329,2.8903717578961645,3.828641396489095,1991,64992,금융,0,0.044444444444444446,0.5777777777777777,0.37777777777777777,2,26.0,17,0.6954048009845376,2.6432460048524806,2.2553281576500486,3.1613190689298682,-0.6121266519213673,3.2387271619207674,-0.284275938604585
000320,2024,2,29,17,48,0.921234454168586,13.357899585444496,7.83049286043298,22.109626900046063,1.0986122886681098,3.4011973816621555,2.8903717578961645,3.8918202981106265,2171,64992,금융,0,0.041666666666666664,0.6041666666666666,0.3541666666666667,2,29.0,17,0.6529679243186535,2.664300284498724,2.1782108296417575,3.1402492796317794,-0.6444130450079472,3.3388409692802106,-0.44484179157366494
000370,2022,0,14,52,66,0.0,3.013344812742144,11.192423590185106,14.20576840292725,0.0,2.70805020110221,3.970291913552122,4.204692619390966,4646,65121,보험,0,0.0,0.21212121212121213,0.7878787878787878,0,14.0,52,0.0,1.3896250115262845,2.5008147416302173,2.7216748560528283,-0.47657641361820824,-0.4040869468920684,-0.3028935896827421
000370,2023,0,14,51,65,0.0,3.064798598949212,11.164623467600702,14.229422066549914,0.0,2.70805020110221,3.951243718581427,4.189654742026425,4568,65121,보험,0,0.0,0.2153846153846154,0.7846153846153846,0,14.0,51,0.0,1.4023641966184268,2.4985320236480093,2.7232292191450354,-0.47657641361820824,-0.3976081973342031,-0.3055749141648064
000370,2024,0,6,43,49,0.0,1.7045454545454546,12.215909090909092,13.920454545454543,0.0,1.9459101490553132,3.784189633918261,3.912023005428146,3520,65121,보험,0,0.0,0.12244897959183673,0.8775510204081632,0,6.0,43,0.0,0.9949338591932683,2.581421338040458,2.7027330598245896,-0.47657641361820824,-0.5688830462330801,-0.20417831525195107
000390,2022,5,19,20,44,1.69664065151001,6.447234475738038,6.78656260604004,14.93043773328809,1.791759469228055,2.995732273553991,3.044522437723423,3.80666248977032,2947,20411,화학/화학제품,1,0.11363636363636363,0.4318181818181818,0.45454545454545453,5,19.0,20,0.9920067952024847,2.0078427521651636,2.0523995052522808,2.768231602093587,-0.8147134767254693,1.055475200756453,-0.3206681702990059
000390,2023,10,37,20,67,2.5025025025025025,9.25925925925926,5.005005005005005,16.766766766766768,2.3978952727983707,3.6375861597263857,3.044522437723423,4.219507705176107,3996,20411,화학/화학제품,1,0.14925373134328357,0.5522388059701493,0.29850746268656714,10,37.0,20,1.2534777137191344,2.3281806401830094,1.7925932890045395,2.877329676639793,-0.628794460949723,2.1295981849337524,-0.5948121620211373
000390,2024,12,39,18,69,2.6767789426723176,8.699531563685033,4.0151684140084765,15.391478920365827,2.5649493574615367,3.688879454113936,2.9444389791664403,4.248495242049359,4483,20411,화학/화학제품,1,0.17391304347826086,0.5652173913043478,0.2608695652173913,12,39.0,18,1.3020370815759166,2.272077591939617,1.612467002905563,2.7967616217762425,-0.5885874401193318,1.9157962347446695,-0.7471270543663322
000400,2022,0,1,0,1,0.0,32.25806451612903,0.0,32.25806451612903,0.0,0.6931471805599453,0.0,0.6931471805599453,31,65121,보험,0,0.0,1.0,0.0,0,1.0,0,0.0,3.5042972795318135,0.0,3.5042972795318135,-0.47657641361820824,3.2782312810750907,-1.3824039153974026
000400,2023,0,3,28,31,0.0,1.9144862795149968,17.868538608806638,19.78302488832163,0.0,1.3862943611198906,3.367295829986474,3.4657359027997265,1567,65121,보험,0,0.0,0.0967741935483871,0.9032258064516129,0,3.0,28,0.0,1.069693570828978,2.9374959111671486,3.034136542368896,-0.47657641361820824,-0.5424485673110517,0.34101834236570133
000400,2024,0,0,5,5,0.0,0.0,34.96503496503497,34.96503496503497,0.0,0.0,1.791759469228055,1.791759469228055,143,65121,보험,0,0.0,0.0,1.0,0,0.0,5,0.0,0.0,3.582547215515009,3.582547215515009,-0.47657641361820824,-0.7835091004860255,1.9899770510296502
000430,2022,0,6,16,22,0.0,6.557377049180328,17.486338797814206,24.043715846994537,0.0,1.9459101490553132,2.833213344056216,3.1354942159291497,915,303,기타운송장비,0,0.0,0.2727272727272727,0.7272727272727273,0,6.0,16,0.0,2.0225241788233372,2.9170320159392875,3.220622931667703,-0.948636735448504,2.2113491680642823,0.771901410079685
000430,2023,0,5,16,21,0.0,5.720823798627002,18.30663615560641,24.02745995423341,0.0,1.791759469228055,2.833213344056216,3.091042453358316,874,303,기타운송장비,0,0.0,0.23809523809523808,0.7619047619047619,0,5.0,16,0.0,1.90521073610303,2.9604488790700367,3.2199736202396356,-0.948636735448504,1.6281022049059888,0.9415135981944467
000430,2024,0,7,27,34,0.0,5.094614264919941,19.65065502183406,24.745269286754,0.0,2.0794415416798357,3.332204510175204,3.5553480614894135,1374,303,기타운송장비,0,0.0,0.20588235294117646,0.7941176470588235,0,7.0,27,0.0,1.807405473796794,3.027747039089636,3.248250893212444,-0.948636735448504,1.1915073932860052,1.2194152378900118
000480,2022,2,2,21,25,1.357773251866938,1.357773251866938,14.256619144602851,16.972165648336727,1.0986122886681098,1.0986122886681098,3.091042453358316,3.258096538021482,1473,2321,비금속광물제품,1,0.08,0.08,0.84,2,2.0,21,0.8577176362814437,0.8577176362814437,2.7250134511533624,2.888824208188402,-0.9063686419755813,-0.9484166848352047,0.08972383476282135
